country,date,inflation_rate,interest_rate,oil_price,gdp_growth,unemployment_rate,money_supply_m2,exchange_rate_usd,food_price_index,supply_chain_index
MEX,2023-04,3.854662579,1.98,85.45,4.24,6.39,9327,95.36,131.11,1.25
BRA,2024-04,2.878721579,3.01,78.25,-0.49,3.38,15382,16.3,149.29,1.47
IND,2020-12,6.283265219,3.4,39.55,0.63,7.01,10381,51.88,97.4,3.67
BRA,2021-12,3.261256659,2.64,55.94,0.84,5.52,11437,15.98,116.96,1.01
THA,2020-03,2.077499866,0.3,40.66,1.75,5.29,12405,35.75,107.58,3.57
CHN,2020-01,5.022565067,0.33,41.97,-1.1,8.08,10651,65.08,88.3,4.21
GBR,2021-03,3.158278163,3.94,71.85,1.59,6.8,11273,29.28,102.29,2.2
BRA,2022-02,4.336893923,1.57,122.03,-3.18,4.69,8601,16.83,129.57,1.93
CHN,2021-08,2.737063797,-0.01,69.25,4.89,5.94,9824,64.85,114.55,1.73
THA,2021-02,1.887264604,3.79,71.56,3.79,5.04,10008,38.49,118.65,1.08
KOR,2021-05,6.073557409,3.57,65.22,2.01,5.2,15347,19.74,112.97,1
CAN,2022-08,5.292499766,0.02,116.23,2.52,7.15,17457,25.64,114.13,1
JPN,2021-12,4.810503984,1.24,77.45,2.5,5.88,10859,64.61,112.15,1.4
GBR,2024-12,1.822567173,6.3,80.51,3.64,3.86,14617,28.66,131.09,1.4
RUS,2023-06,5.161725981,3.05,84.23,2.83,5.06,11300,6.11,133.24,1.07
SAU,2022-11,3.318483305,3.88,96.16,2.85,5.35,9147,2.77,128.09,1.09
KOR,2024-06,6.128996651,3.01,82.82,1.42,5.59,14262,20.66,142.09,1.44
PHL,2023-12,1.791229591,5.08,67,3.29,4.17,9217,30.28,126.08,1.29
BRA,2022-04,5.853798928,1.98,152.22,2.86,5.96,12944,15.57,121.95,1.45
IDN,2022-03,5.368099823,0.92,131.09,3.08,6.24,11085,7.81,119.6,1.74
SAU,2023-12,4.614282017,3.22,77.99,2.41,5.5,13166,2.65,129.71,1.63
IDN,2023-02,4.523992631,-0.32,69.23,2.15,5.29,10071,7.25,148.26,1.5
ZAF,2024-09,5.092552371,0.17,86.1,6.02,5.12,9841,56.04,140.88,1.3
IND,2021-12,6.355155752,1.6,63.5,4.82,5.9,11972,51.8,110.19,1.58
MEX,2023-12,4.6044162,3.38,81.47,0.13,5.33,9657,87.83,121.86,1.56
ZAF,2021-06,4.749559704,1.8,73.6,0.55,6.31,8877,59.39,106.41,2.09
GBR,2020-11,2.57491929,5.07,41.09,1.14,6.01,9824,29.97,87.49,3.01
MEX,2020-09,4.395107238,4.03,40.55,-1.19,5.64,10004,94.03,113.77,3.29
BRA,2024-02,3.324118049,3.22,70.74,3.38,5.58,20149,16.58,142.11,1.58
MEX,2020-06,5.814028023,2.75,40.97,2.3,8.99,11928,88.04,97.25,3.43
BRA,2024-02,3.058982312,3.22,70.74,3.38,5.58,20149,16.58,142.11,1.58
ZAF,2024-05,2.701339664,2.22,78.41,1.38,4,12313,63.39,134.84,1.11
KOR,2020-09,7.394416853,2.9,41.48,-0.94,6.4,8739,20.26,92.13,3.64
RUS,2022-01,7.076107968,3.68,126.1,-1.32,6.19,10024,5.51,121.94,1.61
VNM,2022-07,6.341027707,3.15,111.23,7.1,5.14,10759,99.75,115.54,2.03
BRA,2022-12,5.086410405,3.68,94.4,2.92,5.81,11670,15.69,109.04,1.2
TUR,2023-02,4.17704068,2.87,92.68,3.91,4.11,13864,78.41,123.75,1.11
SAU,2024-06,4.435217318,4.64,75.22,0.52,4.25,15722,2.68,144.47,1.56
PHL,2024-10,0.790675546,5.54,81.69,4.07,3.94,12333,30.23,137.49,1.22
AUS,2022-08,6.831597016,0.85,153.77,-1.65,5.41,9288,100.88,120.16,1.41
MEX,2024-04,5.442125559,2.64,64.29,2.85,3.15,10249,91.72,137.19,1
USA,2020-02,4.583411756,4.33,44.75,0.02,5.8,6952,71.03,78.6,3.91
VNM,2022-10,6.691882664,1.11,117.39,1.44,4.88,17893,90.02,114.45,1.64
TUR,2023-04,2.66100381,3.42,71.95,1.87,4.92,16644,80.25,145.38,1.8
JPN,2023-11,4.79843225,1.11,75.58,-0.46,6.49,12768,61.21,130.41,1.29
IDN,2020-11,5.377384626,-0.46,42.61,0.6,7.15,10984,7.43,104.47,2.16
AUS,2023-09,5.006147454,-0.68,71.72,1.45,5.08,9177,100.22,123.59,1.89
PHL,2020-02,1.729096023,4.24,38.62,2.5,7.02,7372,26.85,110.65,3.59
IND,2023-05,5.826157743,3.1,83.99,1.06,3.62,10991,52.19,123.73,1.97
IDN,2023-12,4.227774577,1.27,61.79,1.55,4.1,12695,7.27,125.93,1.8
EU,2022-03,3.012868328,-0.23,66.68,3.58,4.22,12680,27.91,110.33,1.65
ARG,2021-12,4.425910948,3.2,70.88,5.08,4.71,10326,74.8,96.14,1
TUR,2021-04,3.762972128,2.75,76.77,-0.05,6.11,8677,87.63,124.27,1.3
GBR,2024-08,3.394974451,4.72,80.17,4.09,4.75,18212,30.37,123.74,1.39
RUS,2024-08,4.622097326,3.12,76.29,4.63,4.59,15118,5.8,122.82,2.41
CHN,2020-09,5.899560334,1.29,41.24,3.88,5.91,10201,57.5,104.06,3.58
MEX,2023-02,5.86885336,2.43,82.83,3.06,4.81,15228,83.92,142.12,1.09
GBR,2021-09,2.129920092,6.66,56.56,4.8,6.55,13426,30.13,94.56,1.75
PHL,2023-11,2.92721287,4.44,56.67,1.96,4.46,8917,23.42,120.16,1
ZAF,2023-03,5.620213581,1.75,83.3,0.43,4.49,17493,57.47,132.09,1.88
BRA,2022-09,3.772729567,1.69,108.3,3.69,4.91,14963,16.47,118.68,1.61
MEX,2021-05,5.686939349,2.16,78.22,1.77,6.15,12214,90.4,102.38,1.08
MEX,2022-07,5.070064723,3,129.99,3.57,6.14,10548,93.97,103.06,1.96
BRA,2022-03,5.2434458,3.49,109.67,-0.73,5.8,12491,16.07,129.32,1.16
USA,2024-10,2.116554818,6.8,76.8,6.74,5.43,14581,71.26,132.38,1.76
USA,2020-11,2.855932341,5.1,46.37,0.71,6.21,4690,72.72,104.53,3.35
USA,2022-03,3.693371225,5.2,130.45,4.6,4.87,12036,67.21,115.56,1.91
KOR,2021-12,4.214272179,4.34,55.38,3.09,6.07,12280,19.05,123.19,2.17
USA,2021-07,1.021914401,6.02,62.49,2.85,6.94,12694,73.87,101.32,1
USA,2022-11,5.941056573,5.7,110.18,2.02,6.35,10744,71.09,117.29,1.97
VNM,2020-07,4.461011618,3.62,44.35,-0.05,5.26,10827,99.94,82.21,4.18
IDN,2021-01,2.92954011,1.24,69.99,-2.46,7.88,11300,6.83,110.61,1.8
VNM,2022-01,5.080089563,3.52,127.24,1.25,7.31,11916,90.37,127.08,1.15
JPN,2024-04,4.82478885,-0.32,84.66,2.5,5.48,11893,62.82,145.16,1
IDN,2020-06,2.925299673,1.96,38.8,0.82,7.2,10960,6.32,99.41,4.11
IND,2021-04,6.229390633,3.2,76.78,4.75,5.86,6973,54.07,119.53,1.17
AUS,2024-04,6.460020312,-0.47,75.19,4.36,2.8,16158,95.43,134.39,1.33
BRA,2022-05,3.869608849,2.49,131.93,4,5.78,14309,16.67,110.49,1.72
RUS,2021-08,3.195472365,4.47,70.12,2.26,4.94,7193,5.46,127.99,1.55
USA,2024-08,2.66117142,4.39,85.65,3.02,4.04,14357,71.93,133.74,1.51
BRA,2023-03,4.604627041,2.97,78.11,2.88,6.13,11662,15.8,130.86,1.45
PHL,2021-03,2.362023903,3.52,66.82,2.97,6.2,10809,26.47,117.74,1.23
VNM,2024-02,4.550687963,1.5,80.16,2.14,3.5,8283,101.35,137.19,1.6
PHL,2024-05,2.881809625,5.02,75.55,5.61,4.42,18425,27.3,122.58,1.9
MEX,2024-06,6.147942188,1.4,82.02,2.26,2.99,16716,84.18,129.96,1.36
RUS,2020-08,2.47477286,3.82,35.47,-1.58,7.15,8667,5.71,100.91,3.25
GBR,2024-04,6.983585843,3.73,77.71,7.15,2.84,12643,30.06,137.14,1.76
MEX,2020-09,3.979602757,4.03,40.55,-1.19,5.64,10004,94.03,113.77,3.29
GBR,2022-09,5.243288494,4.85,137.14,2.5,5.27,7566,28.58,129.94,1
ZAF,2022-12,5.071109567,1.62,83.93,3.32,6.35,14906,56.01,110.9,1.51
JPN,2022-01,3.31236469,2.1,123.04,4.25,6.97,9866,59.2,113.96,1.27
CAN,2024-03,5.206093694,-0.05,79.6,1.73,3.98,11947,23.21,121.08,2.23
IND,2020-10,5.413011597,3.04,36.61,2.48,7.13,10359,51.06,111.1,3.76
CAN,2023-08,4.939063882,0.17,74.98,6.18,5.41,18192,23.83,120.38,1.52
IND,2020-02,5.903501319,2.76,45.4,3.21,6.98,12562,48.42,91.54,3.28
GBR,2020-07,5.00811586,4.09,38.52,-0.21,6.59,15109,33.34,111.8,3.38
AUS,2023-02,2.780217609,0.94,66.37,4.01,5.29,14038,94.53,124.93,1.41
RUS,2023-08,4.562401918,5.05,66.49,-0.52,4.06,13812,5.61,138.06,1.65
TUR,2021-12,3.694328511,4.69,56.76,5.33,5.84,14611,83.21,107.57,2.4
USA,2021-07,0.822115108,6.02,62.49,2.85,6.94,12694,73.87,101.32,1
EU,2023-03,4.954124872,0.23,79.64,3.42,4.84,11742,28.59,116.59,1.57
IDN,2024-10,4.581518156,-0.53,76.53,5.75,4.22,16630,7.33,135.01,2.06
VNM,2024-04,5.659862383,3.06,83.81,3.9,6.58,12501,101.06,133.11,2.02
AUS,2021-08,3.745477406,0.92,68.13,1.46,4.78,11773,100.47,98.78,1.86
USA,2022-08,4.006825913,5.19,141.67,2.28,5.01,12170,76.58,122.08,1.84
CAN,2023-09,0.929740129,0.81,66.33,3.39,4.35,13057,22.93,137.68,1.68
IDN,2020-08,4.895009495,-0.84,37.45,1.94,5.35,10926,7.19,90.35,4.02
USA,2022-06,5.555058249,6.3,108.42,5.15,5.37,8880,73.55,115.34,1
BRA,2020-09,4.168648972,2.53,44.75,2.1,6.68,6935,15.68,81.56,3.62
AUS,2021-02,2.873993712,1.39,69.51,0.3,5.58,17848,88.32,105.47,1.86
VNM,2020-10,4.375594929,1.59,45.47,0.65,5.49,13059,96.82,83.45,2.65
AUS,2022-11,4.185160344,0.8,125.61,0.66,7.23,11115,96.83,113.65,1
USA,2024-05,3.654876961,2.3,74.17,1.88,3.6,18267,73.16,138.13,1.54
JPN,2023-12,4.981778602,1.99,66.83,-1.25,4.9,12304,61.18,123.97,1.74
RUS,2022-09,7.294310619,2.27,121.45,1.29,8.21,13148,6.39,115.09,2.09
PHL,2024-01,1.466909231,3.94,78.91,4.15,5.6,8695,26.36,117.52,1.03
SAU,2024-05,3.514065205,3.73,68.7,4.47,4.2,13949,2.58,165.3,1
PHL,2021-05,1.517015939,3.11,65.7,0.63,5.15,8213,26.95,107.32,2.34
THA,2022-08,3.685755601,0.97,118.49,1.11,6.6,14962,36.31,105.27,1.63
JPN,2022-01,3.042221645,2.1,123.04,4.25,6.97,9866,59.2,113.96,1.27
JPN,2021-05,3.425496477,1.63,81.8,-0.2,6.68,9831,58.97,114.09,1.6
GBR,2023-06,2.400408795,4.84,63.66,3.15,6.34,11340,27.68,123.07,1.08
MEX,2021-03,6.862048316,2.73,72.33,-0.27,6.35,9707,94.22,101.05,1.14
THA,2022-11,4.668444998,2.37,103.95,0.72,5.06,11296,40.78,107.67,2.04
USA,2022-04,5.590407492,5.07,134.92,-0.72,6.45,11237,74.72,132.66,1.33
RUS,2020-04,5.050054193,4.09,39.84,1.03,6.92,12115,5.59,108.08,3.95
GBR,2022-02,5.8916468,3.81,105.15,4.77,4.11,13218,30.86,114.34,1.56
CHN,2021-11,4.323227763,-0.4,70.7,4.5,4.48,8795,59.72,122.18,1.18
EU,2021-06,3.72638185,-0.2,62.89,2.07,5.38,10565,28.75,117.01,1.21
BRA,2021-02,2.910213404,2.46,72.24,1.33,6.96,7455,15.44,114.62,1.33
ARG,2023-06,1.556197218,3.94,74.72,2.43,4.64,10677,74.93,135.12,1.41
ARG,2022-04,2.903161723,3.32,134.69,1.95,5.88,7470,72.91,111.53,1.78
ARG,2022-05,1.729636838,2.59,113.33,-3.78,6.29,13050,79.16,124.94,1
ARG,2020-11,4.432259917,2.28,38.2,2.59,7.27,12283,75.89,103.34,2.48
USA,2020-08,2.989775394,8.13,43.98,-0.34,6.1,10676,68.13,99.39,4.25
EU,2024-05,2.395805712,0.68,82.37,1.55,3.61,14990,27.04,143.55,1.21
PHL,2022-09,2.220220115,2.25,97.16,3.42,5.39,12439,27,131.35,1
VNM,2024-11,5.779912671,0.46,79.72,5.49,4.01,14215,91,124.43,1.74
USA,2023-08,0.571673393,5.01,67.79,3.6,6.52,12856,72.19,133.12,1.45
AUS,2023-11,3.749684572,0.41,63.03,3.16,5.76,16439,98.38,136.96,1.04
CAN,2024-10,5.896928988,0.37,72.33,4.73,3.86,13339,22.87,140.57,2.67
SAU,2021-04,6.147268759,4.1,71.68,3.5,5.6,12062,2.79,113.09,1
KOR,2023-06,6.260161454,5.04,70.25,4.39,6.91,13438,21.01,108.26,1
JPN,2023-04,6.399789701,1.37,77.57,4.39,3.73,13048,60.49,147.03,2.38
USA,2023-03,2.178362095,5.52,69.54,3.99,5.09,16305,70.24,115.54,1.48
CAN,2021-03,5.749557792,1.24,88.67,3.28,6.45,12556,22.05,118.99,2.12
THA,2022-12,4.200268841,1.81,118.93,3.25,6.86,13849,35.13,111.2,2.58
AUS,2024-04,5.64294495,-0.47,75.19,4.36,2.8,16158,95.43,134.39,1.33
TUR,2022-01,3.847045996,5.34,106.77,4.56,5.89,12360,77.37,110.3,2.07
IDN,2023-09,5.61407031,-1.37,88.53,3.05,4.33,8838,7.44,118.08,2.27
KOR,2021-10,4.782371652,6.65,58.16,1.09,5.95,11382,21.73,97.5,1.46
VNM,2023-04,4.319962031,1.77,68.46,5.56,5.19,11977,86.67,130.46,1.68
IND,2020-04,4.995130247,2.51,42.26,3.47,7.69,10857,51.48,125.9,2.97
ARG,2022-12,4.528286364,4.18,94.64,0.94,4.39,13209,69.85,131.83,2.15
VNM,2021-06,6.454866426,0.19,80.49,3.21,4.72,7901,83.31,127.55,1.15
EU,2022-12,5.592784497,-0.22,103.46,4.26,6.11,10301,25.63,133.11,1.64
GBR,2023-01,5.311841636,3.17,63.09,5.67,6.18,11131,31.43,128.93,1.55
VNM,2021-08,4.616407101,0.4,69.43,3.49,6.17,7238,93.07,108.16,1.65
EU,2020-10,2.709401643,0.53,41.96,-0.4,5.63,11106,28.67,90.16,3.41
TUR,2023-09,3.362648762,5.11,75.02,2.14,5.23,13618,88.32,120.73,1.79
IDN,2024-08,3.860139908,-0.18,94.23,6.92,6.44,14737,7.67,148.53,1.65
GBR,2021-02,4.032274955,4.81,66.41,0.64,7,12488,27.17,112.55,1.08
VNM,2024-01,4.267951377,1.7,84.71,3.49,3.34,11292,97.07,155.03,1.71
ZAF,2022-11,5.50939774,2.94,89.37,7.24,6.9,19063,58.16,122.42,1.26
KOR,2022-11,4.93125018,4.99,89.48,2.39,5.12,12244,21.84,116.21,1
EU,2022-09,5.025876727,0.15,127.13,2.32,6.42,8162,29,134.11,1
KOR,2020-12,5.336628294,4.99,42.71,4.74,6.96,8711,20.47,113.01,3.39
PHL,2021-03,1.903893927,3.52,66.82,2.97,6.2,10809,26.47,117.74,1.23
THA,2022-02,2.617866933,2.98,125.07,1.59,4.72,16782,37.64,131.21,1.15
GBR,2024-05,4.084081212,4.75,85.38,3.04,5.12,13992,29.32,125.91,1
GBR,2020-11,1.920190434,5.07,41.09,1.14,6.01,9824,29.97,87.49,3.01
ARG,2024-06,3.394993766,3.04,88.23,7.49,4.21,18948,76.75,147.07,1.04
PHL,2022-12,2.982069311,3.77,137.16,-0.56,5.81,12254,26.83,108.85,2.11
RUS,2021-09,5.309032189,4.54,76.42,0,6.09,12498,5.76,104.68,2.44
THA,2024-01,-0.807836528,3.86,79.91,4.59,5.1,18073,39.12,141.31,1.01
AUS,2020-05,5.052694533,0.21,33.64,4.2,7.79,12125,98.51,116.64,3.61
MEX,2021-02,4.682717763,2.34,69.6,0.26,6.07,11206,84.35,117.38,1.87
IND,2020-03,5.106223879,3.12,38.33,5.63,5.43,8090,53.57,100.24,3.3
IDN,2024-08,4.824956717,-0.18,94.23,6.92,6.44,14737,7.67,148.53,1.65
AUS,2021-12,5.177324449,0.67,93.25,0.57,4.18,12111,90.27,102.94,1.49
KOR,2020-05,5.127184925,5.48,44.79,1.67,5.91,10779,21.49,94.68,3.21
JPN,2024-02,3.019582406,2.47,70.21,4.13,3.89,14306,58.51,144.56,1
JPN,2021-06,3.804630821,0.51,61.13,2.92,3.91,13704,59.79,104.15,1.77
ARG,2023-07,0.878424166,4.01,85.01,6.5,4.42,10318,69.72,134.13,1
RUS,2023-01,3.638281856,4.01,85.04,3.61,5.16,14160,4.98,130.4,1.84
EU,2023-04,3.846009721,1.77,77.13,2.72,5.89,10885,25.92,137.34,1.92
RUS,2022-10,6.432841672,3.63,117.79,1.12,5.44,10884,5.17,106.38,1.65
EU,2024-01,3.973387779,1.14,82.88,7.22,3.42,14532,27.7,136.5,1
SAU,2023-06,3.774360686,4.32,79.65,2.38,6.25,15076,2.62,141.36,1
IND,2021-07,3.772816231,2.61,65.71,-1.01,6.76,7906,46.39,110.82,1.15
AUS,2023-05,3.155661643,-0.26,76.44,4.5,5.65,12735,96.96,139.72,1.92
MEX,2024-02,4.582287485,1.22,81.99,6.45,4.99,12096,84.38,137.71,1.68
MEX,2021-04,2.865610693,3.54,61.39,-0.53,6.48,9401,88.54,101.27,1.77
RUS,2020-06,3.77983391,2.47,38.18,3.42,6.46,10635,5.56,96.59,3.18
THA,2021-06,3.442211328,1.72,70.47,1.82,3.76,8871,37.62,118.33,1.62
KOR,2021-04,4.856723089,4.21,67.48,2.67,5.57,11507,19.8,110.93,2.51
GBR,2024-04,6.805840784,3.73,77.71,7.15,2.84,12643,30.06,137.14,1.76
USA,2023-04,4.112244912,5.23,78.66,3.11,7.28,15557,71.75,134.06,1.53
USA,2020-10,3.001181913,6.13,45.79,1.85,6.19,10629,72.39,106.73,3.63
GBR,2022-03,3.651423686,3.42,88.94,3.51,5.15,9846,30.83,115.04,2.82
EU,2021-08,2.236708961,-0.36,63.19,2.16,7.58,12385,29.14,106.93,1
BRA,2022-09,3.272080908,1.69,108.3,3.69,4.91,14963,16.47,118.68,1.61
SAU,2020-01,4.396470507,3.25,35.5,3.38,4.97,10573,2.63,85.06,3.29
CHN,2023-07,3.283927811,2.12,75.9,5.68,2.67,7561,65.72,140.86,1.72
IDN,2024-10,5.707279008,-0.53,76.53,5.75,4.22,16630,7.33,135.01,2.06
AUS,2024-01,3.844340648,0.77,78.37,2.19,4.24,11746,95.96,124.9,2.12
IDN,2020-10,2.908693201,1.05,46.33,4.6,5.36,7516,7.58,96.12,2.48
EU,2022-11,3.362984959,1.86,113.55,0.54,4.17,10074,28.92,126.8,1.27
GBR,2021-01,3.339783077,4.19,71.73,-1.59,7.49,16378,29.39,101.67,1.76
AUS,2022-12,3.092597722,1.61,101.13,1.83,4.65,10971,95.42,129.26,1
CAN,2020-09,3.324970277,-0.08,39.66,3.75,7.77,5618,24.76,90.09,3.62
TUR,2023-07,4.727925941,5.37,74.09,4.07,6.21,10432,87.39,112.2,1.22
CHN,2021-12,3.563682567,2.52,68.48,0.69,5.57,13050,64.12,108.37,1.15
IND,2022-11,4.568033384,1.77,93.91,-2.56,5.21,16978,54.93,131.01,1.62
JPN,2024-12,5.857084983,1.37,84.63,-0.22,5.1,11947,61.8,142.98,1.72
VNM,2024-10,3.334925069,1.38,62.91,1.26,3.21,9129,90.81,151.61,2.07
AUS,2023-01,4.037599351,1.41,76.2,5.32,4.49,19192,97.33,119.74,1.89
EU,2020-10,3.65362341,0.53,41.96,-0.4,5.63,11106,28.67,90.16,3.41
KOR,2022-07,3.350708248,4.34,101.85,2.18,5.47,13510,21,114.09,1.31
SAU,2023-08,3.654953331,2.01,87.2,4,5.13,14129,2.54,136.36,1
IDN,2024-12,0.902288104,1.41,88.51,7.67,4.94,17753,8.26,143.26,2.23
MEX,2021-12,6.16497182,0.77,78.77,5.91,5.94,10328,91.33,102.51,1.98
USA,2020-12,2.204470565,4.74,29.89,-1.85,5.43,12808,73.71,90.07,3.03
EU,2021-08,1.880613462,-0.36,63.19,2.16,7.58,12385,29.14,106.93,1
THA,2021-03,2.21590195,1.14,62.92,4.19,7.38,11492,39.44,109.57,1.09
RUS,2022-06,3.701193716,4.36,102.5,7.12,5.38,14367,5.5,111.27,1.64
BRA,2024-06,4.827941809,1.94,70.93,3.91,4.04,16725,17.65,141.86,2.08
IND,2022-04,7.968537651,3.49,113.9,-1,6.8,13946,52.62,103.38,1.43
TUR,2023-07,4.944973297,5.37,74.09,4.07,6.21,10432,87.39,112.2,1.22
RUS,2021-02,2.767940763,2.94,54.54,0.93,6.94,10987,6.06,117.59,1
PHL,2024-09,2.851792185,4.04,79.97,0.35,4.87,11226,27.55,128.85,2.35
RUS,2022-07,4.591064208,4.08,108.98,-0.03,6.47,13882,5.23,111.89,1.01
VNM,2021-11,2.392854368,0.34,71.87,0.15,4.65,9655,97.89,100.24,1.12
CHN,2024-08,4.867937185,1.75,84.21,4.57,5.21,15730,59.47,147.6,1
THA,2024-06,2.523125521,2.75,84.54,6.33,4.52,9807,36.72,123.94,1.29
GBR,2022-03,3.727226662,3.42,88.94,3.51,5.15,9846,30.83,115.04,2.82
KOR,2022-12,6.271418738,3.41,104.99,3.55,8.59,16680,21.21,122.8,2.15
JPN,2023-06,5.075158946,1.09,66.06,5.44,3.05,13806,54.44,131.44,1.41
JPN,2022-04,5.015495897,0.32,106.45,1.28,4.97,9345,63.55,109.43,2.07
EU,2023-10,4.330791369,0.74,68.99,1.33,7.21,11510,27.51,127.04,2.08
RUS,2020-10,1.955330743,4.32,47.72,1.72,6.51,7758,5.59,92.31,3.33
IDN,2023-08,3.574021544,-0.32,65.44,4.69,2.8,11557,7.41,121.17,1.08
MEX,2022-06,3.558133605,1.87,72.68,2.61,4.74,14326,88.49,123.6,1.39
CAN,2021-04,5.02123899,0.78,69.19,0.36,5.47,9985,24.69,103.46,1.54
IDN,2021-07,3.063565327,0.45,65.53,1,6.25,11234,7.91,123.15,1
VNM,2022-11,6.821936815,2.22,131.31,1.4,6.13,10002,85.94,122.03,1.21
PHL,2020-07,4.735367083,3.88,33.15,2.16,5.93,8451,28.74,101.43,4.38
KOR,2020-04,7.153621145,4.5,45.04,-0.22,4.52,12172,21.07,97.31,2.79
AUS,2020-10,4.805360223,0.46,42.52,2.12,5.84,7940,92.47,97.64,3.34
CAN,2020-06,6.187655524,-1.14,41.69,3.94,6.82,11894,24.57,98.35,3.05
IDN,2021-10,4.658823697,1.85,71.79,3.87,4.88,9707,7.4,121.64,1.06
RUS,2023-09,3.420286453,2.87,85.11,-1.03,5.13,11105,5.36,124.77,1
USA,2021-02,2.331908216,3.95,58.5,4.77,7.41,12701,70.1,123.92,1.11
PHL,2021-10,2.25436828,3.71,70.75,-1.77,6.49,12680,26.59,98.69,1.51
GBR,2021-04,3.929588025,5.93,58.51,2.63,5.95,11380,31.57,101.69,1.12
SAU,2022-10,8.61298569,3.24,89.8,1.69,6.53,14857,2.73,139.82,2.42
USA,2024-10,1.775825031,6.8,76.8,6.74,5.43,14581,71.26,132.38,1.76
IDN,2023-08,4.152444484,-0.32,65.44,4.69,2.8,11557,7.41,121.17,1.08
RUS,2023-04,4.168336402,1.01,74.28,0.64,5.15,6511,5.25,145.32,1.85
SAU,2021-11,7.027512121,3.19,87.34,2.58,6.28,11237,2.62,112.92,1.69
TUR,2021-09,2.843266842,5,78.82,1.63,7.03,15343,80.99,124.54,2.01
MEX,2021-01,5.717125331,2.64,85.49,1.81,5.67,13687,82.54,106.9,1.66
IDN,2023-05,6.00745689,-0.33,70.89,6.39,5.03,10952,7.43,122.37,1.98
CHN,2020-07,4.100493335,-0.57,43.09,0.11,5.42,11257,64.66,104.7,3.4
IND,2022-09,6.518382399,1.57,108.39,0.11,5.64,8230,55.61,137.33,1.72
GBR,2024-07,5.904323959,4.28,88.73,2.35,5.59,13702,29.03,159.04,1.9
BRA,2021-04,3.863157089,2.13,62.27,-2.78,5.59,13706,16.85,119.13,1.69
RUS,2023-08,3.775528602,5.05,66.49,-0.52,4.06,13812,5.61,138.06,1.65
ZAF,2020-04,4.166508958,3.27,34.23,2.15,6.64,10798,56.53,82.74,3.98
PHL,2024-04,2.460454782,2.53,88.09,2.89,4.89,14606,26.19,140.75,2.5
KOR,2020-01,2.486587689,5.44,35.1,1.16,4.09,3858,20.64,85.43,3.3
KOR,2022-06,6.791073637,3.48,131.36,2.56,6.68,10182,21.38,140.03,1.23
MEX,2020-05,6.421685154,2.95,45.7,1.9,7.59,9883,85.61,104.79,3.08
VNM,2022-11,5.668309729,2.22,131.31,1.4,6.13,10002,85.94,122.03,1.21
KOR,2024-02,4.593087219,4.76,90.61,1.47,2.85,10449,22.12,135.53,1.89
ARG,2024-03,3.626984345,3.46,86.58,2.95,5.62,13623,72.73,145.72,1.6
RUS,2022-09,8.587407391,2.27,121.45,1.29,8.21,13148,6.39,115.09,2.09
BRA,2024-06,5.386273163,1.94,70.93,3.91,4.04,16725,17.65,141.86,2.08
PHL,2020-06,2.924169988,4.35,40.61,-0.99,5.56,8538,26.52,106.46,3.54
CAN,2023-03,5.56264408,-0.53,83.26,4.8,6.13,9947,22.79,123.26,2.28
CAN,2022-11,6.36430759,-0.13,151.53,2.03,8.14,16197,22.04,118.39,1.2
EU,2022-10,4.54642147,-0.63,121.99,2.63,5.59,12404,27.03,137.22,1.18
ZAF,2021-08,5.446646047,2.67,79.91,1.79,7.78,11655,57.7,95.21,1.87
AUS,2020-11,5.622158384,0.5,38.53,-0.52,4.41,13057,90.36,85.28,4.23
ZAF,2024-06,5.419519986,2.97,78.92,3.7,3.83,14341,57.89,117.58,2.36
TUR,2022-09,6.200057702,2.26,119.38,6.6,3.79,15246,82.81,113.73,1.42
RUS,2024-01,5.550031889,2.77,85.35,0.62,4.06,11756,5.5,143.11,1.38
IDN,2021-08,3.871207526,0.27,69.15,2.35,4.43,11680,7.61,110.81,1.58
RUS,2020-10,2.32804612,4.32,47.72,1.72,6.51,7758,5.59,92.31,3.33
SAU,2021-07,6.440832011,2.44,69.98,0.55,6.37,8230,2.83,102.04,1
ZAF,2023-11,2.959061937,2.85,68.82,6.53,7.79,9064,59.56,130.91,1.47
THA,2023-02,3.966716198,0.61,61.99,1.13,5.49,13869,37.12,124.54,1.48
RUS,2020-01,3.680948143,3.87,36.38,0.47,6.99,7715,5.25,82.65,3.05
CHN,2021-02,2.24696237,1.39,80.53,-3.12,5.27,7333,59.22,99.77,1.21
SAU,2024-03,4.109698889,3.83,74.45,1.45,2.9,14524,2.8,146.26,1.63
USA,2024-04,5.404026721,4.13,72.63,-0.88,5.35,13130,73.44,130.12,2.69
ARG,2020-11,4.425771091,2.28,38.2,2.59,7.27,12283,75.89,103.34,2.48
AUS,2021-05,2.991519538,-0.65,68.14,-0.06,5.56,16010,97.1,122.88,1
EU,2020-07,2.569189366,2.11,33.61,-1.61,6.2,8230,26.52,87.07,2.68
CHN,2020-04,2.201880044,1.15,39.58,2.24,6.55,7536,61.11,103.32,3.4
PHL,2020-08,2.150677888,6.45,43.96,3.4,5.58,9707,27.47,101,3.41
ARG,2020-12,2.024635225,1.5,36.04,2.07,7.75,9550,81.03,113.76,3.58
IND,2023-08,4.205051735,2.69,72.54,1.37,5.66,13555,46.01,139.38,1
MEX,2021-08,3.740949874,2.57,76.83,1.26,4.52,10516,97.93,112.58,1.8
